,ts_code,name,fullname,market,publisher,index_type,category,base_date,base_point,list_date,weight_rule,desc,exp_date
558,107015.MI,MSCI新兴/容器与包装,MSCI新兴市场/容器与包装指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
559,107016.MI,MSCI新兴/建筑产品,MSCI新兴/建筑产品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
560,107017.MI,MSCI新兴/建筑与工程,MSCI新兴/建筑与工程指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
561,107018.MI,MSCI新兴/贸易公司与经销商,MSCI新兴/贸易公司与经销商指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
562,107019.MI,MSCI新兴/商业服务与供应品,MSCI新兴市场/商业服务与供应品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
563,107021.MI,MSCI新兴/公路与铁路,MSCI新兴市场/公路与铁路指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
564,107022.MI,MSCI新兴/交通基本设施,MSCI新兴/交通基本设施指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
565,107023.MI,MSCI新兴/汽车零部件,MSCI新兴市场/汽车零部件指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
566,107024.MI,MSCI新兴/休闲设备与用品,MSCI新兴市场/休闲设备与用品指数,MSCI,MSCI,,一级行业指数,20011130,100.0,,其他,,
567,107025.MI,MSCI新兴/酒店餐馆与休闲,MSCI新兴/酒店餐馆与休闲指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
568,107026.MI,MSCI新兴/媒体Ⅲ,MSCI新兴市场/媒体Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
569,107027.MI,MSCI新兴/经销商,MSCI新兴市场/经销商指数,MSCI,MSCI,,一级行业指数,20011130,100.0,,其他,,
570,107028.MI,MSCI新兴/互联网与售货目录零售,MSCI新兴市场/互联网与售货目录零售指数,MSCI,MSCI,,一级行业指数,20060531,100.0,,其他,,
571,107029.MI,MSCI新兴/专营零售,MSCI新兴市场/专营零售指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
572,107030.MI,MSCI新兴/烟草,MSCI新兴市场/烟草指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
573,107031.MI,MSCI新兴/家常用品,MSCI新兴/家常用品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
574,107032.MI,MSCI新兴/个人用品,MSCI新兴市场/个人用品指数,MSCI,MSCI,,一级行业指数,20011130,100.0,,其他,,
575,107033.MI,MSCI新兴/医疗保健设备与用品,MSCI新兴市场/医疗保健设备与用品指数,MSCI,MSCI,,一级行业指数,20090529,100.0,,其他,,
576,107034.MI,MSCI新兴/医疗保健提供商与服务,MSCI新兴/医疗保健提供商与服务指数,MSCI,MSCI,,一级行业指数,20030530,100.0,,其他,,
577,107035.MI,MSCI新兴/商业银行,MSCI新兴市场/商业银行指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
578,107036.MI,MSCI新兴/综合金融服务,MSCI新兴市场/综合金融服务指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
579,107037.MI,MSCI新兴/保险Ⅲ,MSCI新兴市场/保险Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
580,107039.MI,MSCI新兴/信息科技服务,MSCI新兴市场/信息科技服务指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
581,107040.MI,MSCI新兴/电脑与外围设备,MSCI新兴市场/电脑与外围设备指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
582,107041.MI,MSCI新兴/电子设备与仪器,MSCI新兴/电子设备与仪器指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
583,107044.MI,MSCI新兴/复合型公用事业,MSCI新兴市场/复合型公用事业指数,MSCI,MSCI,,一级行业指数,20050228,100.0,,其他,,
584,107045.MI,MSCI发达/能源设备与服务,MSCI发达市场/能源设备与服务指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
585,107046.MI,MSCI发达/建筑材料,MSCI发达市场/建筑材料指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
586,107047.MI,MSCI发达/容器与包装,MSCI发达市场/容器与包装指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
587,107048.MI,MSCI发达/建筑产品,MSCI发达市场/建筑产品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
588,107049.MI,MSCI发达/建筑与工程,MSCI发达市场/建筑与工程指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
589,107050.MI,MSCI发达/贸易公司与经销商,MSCI发达市场/贸易公司与经销商指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
590,107051.MI,MSCI发达/商业服务与供应品,MSCI发达市场/商业服务与供应品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
591,107052.MI,MSCI发达/航空货运与物流,MSCI发达市场/航空货运与物流指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
592,107053.MI,MSCI发达/公路与铁路,MSCI发达市场/公路与铁路指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
593,107054.MI,MSCI发达/交通基本设施,MSCI发达市场/交通基本设施指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
594,107055.MI,MSCI发达/汽车零部件,MSCI发达市场/汽车零部件指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
595,107056.MI,MSCI发达/休闲设备与用品,MSCI发达市场/休闲设备与用品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
596,107057.MI,MSCI发达/酒店餐馆与休闲,MSCI发达/酒店餐馆与休闲指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
597,107058.MI,MSCI发达/媒体Ⅲ,MSCI发达市场/媒体Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
598,107059.MI,MSCI发达/经销商,MSCI发达市场/经销商指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
599,107060.MI,MSCI发达/互联网与售货目录零售,MSCI发达市场/互联网与售货目录零售指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
600,107061.MI,MSCI发达/专营零售,MSCI发达市场/专营零售指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
601,107062.MI,MSCI发达/烟草,MSCI发达市场/烟草指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
602,107063.MI,MSCI发达/家常用品,MSCI发达市场/家常用品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
603,107064.MI,MSCI发达/个人用品,MSCI发达市场/个人用品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
604,107065.MI,MSCI发达/医疗保健设备与用品,MSCI发达市场/医疗保健设备与用品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
605,107066.MI,MSCI发达/医疗保健提供商与服务,MSCI发达市场/医疗保健提供商与服务指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
606,107067.MI,MSCI发达/商业银行,MSCI发达市场/商业银行指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
607,107068.MI,MSCI发达/综合金融服务,MSCI发达市场/综合金融服务指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
608,107069.MI,MSCI发达/保险Ⅲ,MSCI发达市场/保险Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
609,107071.MI,MSCI发达/信息科技服务,MSCI发达市场/信息科技服务指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
610,107072.MI,MSCI发达/电脑与外围设备,MSCI发达市场/电脑与外围设备指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
611,107073.MI,MSCI发达/电子设备与仪器,MSCI发达市场/电子设备与仪器指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
612,107074.MI,MSCI发达/办公电子设备,MSCI发达市场/办公电子设备指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,20140228
613,107076.MI,MSCI发达/复合型公用事业,MSCI发达市场/复合型公用事业指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
614,107077.MI,MSCI全球/能源设备与服务,MSCI全球/能源设备与服务指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
615,107078.MI,MSCI全球/建筑材料,MSCI全球/建筑材料指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
616,107079.MI,MSCI全球/容器与包装,MSCI全球/容器与包装指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
617,107080.MI,MSCI全球/建筑产品,MSCI全球/建筑产品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
618,107081.MI,MSCI全球/建筑与工程,MSCI全球/建筑与工程指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
619,107082.MI,MSCI全球/贸易公司与经销商,MSCI全球/贸易公司与经销商指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
620,107083.MI,MSCI全球/商业服务与供应品,MSCI全球/商业服务与供应品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
621,107084.MI,MSCI全球/航空货运与物流,MSCI全球/航空货运与物流指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
622,107085.MI,MSCI全球/公路与铁路,MSCI全球/公路与铁路指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
623,107086.MI,MSCI全球/交通基本设施,MSCI全球/交通基本设施指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
624,107087.MI,MSCI全球/汽车零部件,MSCI全球/汽车零部件指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
625,107088.MI,MSCI全球/休闲设备与用品,MSCI全球/休闲设备与用品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
626,107089.MI,MSCI全球/酒店餐馆与休闲,MSCI全球/酒店餐馆与休闲指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
627,107090.MI,MSCI全球/媒体Ⅲ,MSCI全球/媒体Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
628,107091.MI,MSCI全球/经销商,MSCI全球/经销商指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
629,107092.MI,MSCI全球/互联网与售货目录零售,MSCI全球/互联网与售货目录零售指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
630,107093.MI,MSCI全球/专营零售,MSCI全球/专营零售指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
631,107094.MI,MSCI全球/烟草,MSCI全球/烟草指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
632,107095.MI,MSCI全球/家常用品,MSCI全球/家常用品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
633,107096.MI,MSCI全球/个人用品,MSCI全球/个人用品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
634,107097.MI,MSCI全球/医疗保健设备与用品,MSCI全球/医疗保健设备与用品指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
635,107098.MI,MSCI全球/医疗保健提供商与服务,MSCI全球/医疗保健提供商与服务指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
636,107099.MI,MSCI全球/商业银行,MSCI全球/商业银行指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
637,107100.MI,MSCI全球/综合金融服务,MSCI全球/综合金融服务指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
638,107101.MI,MSCI全球/保险Ⅲ,MSCI全球/保险Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
639,107103.MI,MSCI全球/信息科技服务,MSCI全球/信息科技服务指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
640,107104.MI,MSCI全球/电脑与外围设备,MSCI全球/电脑与外围设备指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
641,107105.MI,MSCI全球/电子设备与仪器,MSCI全球/电子设备与仪器指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
642,107106.MI,MSCI全球/办公电子设备,MSCI全球/办公电子设备指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,20140228
643,107108.MI,MSCI全球/复合型公用事业,MSCI全球/复合型公用事业指数,MSCI,MSCI,,一级行业指数,19981231,100.0,,其他,,
644,107109.MI,MSCI全球/食品与主要用品零售Ⅲ,MSCI全球/食品与主要用品零售Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
645,107110.MI,MSCI新兴/食品与主要用品零售Ⅲ,MSCI新兴市场/食品与主要用品零售Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
646,107111.MI,MSCI欧盟/食品与主要用品零售Ⅲ,MSCI欧洲货币经济联盟/食品与主要用品零售Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
647,107112.MI,MSCI欧洲/食品与主要用品零售Ⅲ,MSCI欧洲/食品与主要用品零售Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
648,107113.MI,MSCI发达/食品与主要用品零售Ⅲ,MSCI发达市场/食品与主要用品零售Ⅲ指数,MSCI,MSCI,,三级行业指数,19981231,100.0,,其他,,
649,113646.MI,MSCI欧盟+英国,MSCI欧洲货币经济联盟+英国指数,MSCI,MSCI,,规模指数,19961231,100.0,,其他,,
650,113647.MI,MSCIG7国家,MSCIG7国家指数,MSCI,MSCI,,规模指数,19761231,100.0,,其他,,
651,113648.MI,MSCI全球(除澳),MSCI全球(除澳大利亚)指数,MSCI,MSCI,,规模指数,19871231,100.0,,其他,,
652,121657.MI,MSCI马来西亚成长,MSCI马来西亚成长指数,MSCI,MSCI,,成长指数,19970530,100.0,,其他,,
653,121658.MI,MSCI马来西亚价值,MSCI马来西亚价值指数,MSCI,MSCI,,价值指数,19970530,100.0,,其他,,
654,121659.MI,MSCI新兴市场(除亚洲),MSCI新兴市场(除亚洲)指数,MSCI,MSCI,,规模指数,19871231,100.0,,其他,,
655,122488.MI,MSCI中华(美元),MSCI中华指数(美元),MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
656,122489.MI,MSCI金龙,MSCI金龙指数,MSCI,MSCI,,规模指数,19960902,100.0,,其他,,
657,122490.MI,MSCI中华价值,MSCI中华价值指数,MSCI,MSCI,,价值指数,19961231,100.0,,其他,,
658,122491.MI,MSCI中华成长,MSCI中华成长指数,MSCI,MSCI,,成长指数,19961231,100.0,,其他,,
659,122492.MI,MSCI金龙价值,MSCI金龙价值指数,MSCI,MSCI,,价值指数,19961231,100.0,,其他,,
660,122493.MI,MSCI金龙成长,MSCI金龙成长指数,MSCI,MSCI,,成长指数,19961231,100.0,,其他,,
661,123156.MI,MSCI欧盟(除希腊),MSCI欧洲货币经济联盟(除希腊)指数,MSCI,MSCI,,规模指数,20010531,100.0,,其他,,20131126
662,123157.MI,MSCI欧洲(除希腊),MSCI欧洲(除希腊)指数,MSCI,MSCI,,规模指数,20010531,100.0,,其他,,20131126
663,123163.MI,MSCI欧非中东新兴市场,MSCI欧洲、中东及非洲新兴市场指数,MSCI,MSCI,,规模指数,19981231,100.0,,其他,,
664,123164.MI,MSCI欧非中东新兴市场价值,MSCI欧非中东新兴市场价值指数,MSCI,MSCI,,价值指数,19981231,100.0,,其他,,
665,123165.MI,MSCI欧非中东新兴市场成长,MSCI欧洲、中东及非洲新兴市场成长指数,MSCI,MSCI,,成长指数,19981231,100.0,,其他,,
666,125294.MI,MSCI阿根廷(包括ADR),MSCI阿根廷(包括ADR)指数,MSCI,MSCI,,规模指数,,,,其他,,20090529
667,125509.MI,MSCI新兴市场(包括阿根廷ADR),MSCI新兴市场(包括阿根廷ADR)指数,MSCI,MSCI,,规模指数,,,,其他,,20090529
668,125511.MI,MSCI拉美新兴市场(包括阿根廷ADR),MSCI拉美新兴市场(包括阿根廷ADR)指数,MSCI,MSCI,,规模指数,,,,其他,,20090529
669,125957.MI,MSCI全球/综合消费者服务,MSCI全球/综合消费者服务指数,MSCI,MSCI,,一级行业指数,20050429,100.0,,其他,,
670,126151.MI,MSCI发达市场基础设施业限权重,MSCI发达市场基础设施业限权重指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
671,126152.MI,MSCI新兴市场基础设施业限权重,MSCI新兴市场基础设施业限权重指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
672,126153.MI,MSCI欧洲基础设施业限权重,MSCI欧洲基础设施业限权重指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
673,126154.MI,MSCI欧澳和远东基础设施业限权重,MSCI欧澳和远东基础设施业限权重指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
674,126155.MI,MSCI美国基础设施业限权重,MSCI美国基础设施业限权重指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
675,126156.MI,MSCI日本基础设施业限权重,MSCI日本基础设施业限权重指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
676,126157.MI,MSCI亚洲(除日本)基础设施限权重,MSCI亚洲(除日本)基础设施限权重指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
677,126167.MI,MSCI日本商品生产者限权重,MSCI日本商品生产者限权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
678,126168.MI,MSCI日本商品生产者,MSCI日本商品生产者指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
679,126170.MI,MSCI美国商品生产者限权重,MSCI美国商品生产者限权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
680,126171.MI,MSCI美国商品生产者,MSCI美国商品生产者指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
681,126173.MI,MSCI发达市场商品生产者限权重,MSCI发达市场商品生产者限权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
682,126174.MI,MSCI发达市场商品生产者,MSCI发达市场商品生产者指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
683,126286.MI,MSCI全球/独立电力生产与能源贸易,MSCI全球/独立电力生产商与能源贸易商指数,MSCI,MSCI,,一级行业指数,20050429,100.0,,其他,,
684,126314.MI,MSCI新兴/独立电力生产与能源贸易,MSCI新兴市场/独立电力生产商与能源贸易商指数,MSCI,MSCI,,一级行业指数,20050429,100.0,,其他,,
685,126316.MI,MSCI欧盟/独立电力生产与能源贸易,MSCI欧洲货币经济联盟/独立电力生产商与能源贸易商指数,MSCI,MSCI,,一级行业指数,20071228,100.0,,其他,,20180820
686,126322.MI,MSCI欧洲/独立电力生产与能源贸易,MSCI欧洲/独立电力生产商与能源贸易商指数,MSCI,MSCI,,一级行业指数,20050429,100.0,,其他,,20180820
687,126384.MI,MSCI发达/独立电力生产与能源贸易,MSCI发达市场/独立电力生产商与能源贸易商指数,MSCI,MSCI,,一级行业指数,20050429,100.0,,其他,,
688,126443.MI,MSCI发达/综合消费者服务,MSCI发达市场/综合消费者服务指数,MSCI,MSCI,,一级行业指数,20050429,100.0,,其他,,
689,127173.MI,MSCI欧盟GDP加权,MSCI欧洲货币经济联盟GDP加权指数,MSCI,MSCI,,规模指数,19980630,100.0,,其他,,20101130
690,127187.MI,MSCI欧洲GDP加权,MSCI欧洲GDP加权指数,MSCI,MSCI,,规模指数,19691231,100.0,,其他,,20101130
691,127200.MI,MSCI东南亚,MSCI东南亚指数,MSCI,MSCI,,规模指数,19941230,1000.0,,其他,,
692,127221.MI,MSCI东南亚价值,MSCI东南亚价值指数,MSCI,MSCI,,价值指数,19961231,1000.0,,其他,,
693,127222.MI,MSCI东南亚成长,MSCI东南亚成长指数,MSCI,MSCI,,成长指数,19961231,1000.0,,其他,,
694,127300.MI,MSCI金砖四国,MSCI金砖四国指数,MSCI,MSCI,,规模指数,19941230,100.0,,其他,,
695,127301.MI,MSCI金砖四国价值,MSCI金砖四国价值指数,MSCI,MSCI,,价值指数,19961231,100.0,,其他,,
696,127302.MI,MSCI金砖四国成长,MSCI金砖四国成长指数,MSCI,MSCI,,成长指数,19961231,100.0,,其他,,
697,128019.MI,MSCI全球(除瑞士),MSCI全球(除瑞士)指数,MSCI,MSCI,,规模指数,19941230,100.0,,其他,,
698,128258.MI,MSCI发达市场GDP加权,MSCI发达市场GDP加权指数,MSCI,MSCI,,规模指数,19691231,100.0,,其他,,20101130
699,128259.MI,MSCI欧澳远东GDP加权,MSCI欧澳远东GDP加权,MSCI,MSCI,,规模指数,19691231,100.0,,其他,,20101130
700,128456.MI,MSCI US REIT INDEX,MSCI US REIT INDEX,MSCI,MSCI,,其他,19941230,200.0,,其他,The MSCI US REIT Index is a total-return index comprising the most actively traded real estate investment trusts.,
701,128532.MI,MSCI新兴市场GDP加权,MSCI新兴市场GDP加权指数,MSCI,MSCI,,规模指数,20000630,1000.0,,其他,,20130208
702,128533.MI,MSCI全球GDP加权,MSCI全球GDP加权指数,MSCI,MSCI,,规模指数,20000630,1000.0,,其他,,20130208
703,128715.MI,MSCI中国H股(美元),MSCI中国H股指数(美元),MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
704,128715L.MI,MSCI中国H股(Local),MSCI中国H股指数(Local),MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
705,128718.MI,MSCI中国A股在岸+B股+H股,MSCI中国A股在岸+B股+H股指数,MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
706,128720.MI,MSCI中国红筹股+民企股(美元),MSCI中国红筹股+民企股指数(美元),MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
707,128720L.MI,MSCI中国红筹股+民企股(Local),MSCI中国红筹股+民企股指数(Local),MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
708,128722.MI,MSCI中国A股在岸+H股,MSCI中国A股在岸+H股指数,MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
709,128726.MI,MSCI中华(A股在岸)(除香港),MSCI中华(A股在岸)(除香港)指数,MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
710,128730.MI,MSCI中华A股在岸,MSCI中华A股在岸指数,MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
711,128734.MI,MSCI中华A股在岸+HSBC,MSCI中华A股在岸+HSBC指数,MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
712,128738.MI,MSCI中国B股(美元),MSCI中国B股指数(美元),MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
713,128744.MI,MSCI中华+HSBC,MSCI中华+HSBC指数,MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
714,128753.MI,MSCI中国红筹股(美元),MSCI中国红筹股指数(美元),MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
715,128753L.MI,MSCI中国红筹股(Local),MSCI中国红筹股指数(Local),MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
716,128754.MI,MSCI中国民企股(美元),MSCI中国民企股指数(美元),MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
717,128754L.MI,MSCI中国民企股(Local),MSCI中国民企股指数(Local),MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
718,128755.MI,MSCI中国A股在岸+B股,MSCI中国A股在岸+B股指数,MSCI,MSCI,,规模指数,20041130,1000.0,,其他,,
719,129853.MI,MSCI日本等权重,MSCI日本等权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
720,129854.MI,MSCI欧澳和远东等权重,MSCI欧澳和远东等权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
721,129855.MI,MSCI欧洲等权重,MSCI欧洲等权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
722,129856.MI,MSCI新兴市场等权重,MSCI新兴市场等权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
723,129857.MI,MSCI发达市场等权重,MSCI发达市场等权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
724,129858.MI,MSCI美国等权重,MSCI美国等权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
725,129859.MI,MSCI全球等权重,MSCI全球等权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
726,129864.MI,MSCI全球基础设施,MSCI全球基础设施指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
727,129865.MI,MSCI全球基础设施业限权重,MSCI全球基础设施业限权重指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
728,129867.MI,MSCI发达市场基础设施,MSCI发达市场基础设施指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
729,129869.MI,MSCI新兴市场基础设施,MSCI新兴市场基础设施指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
730,129871.MI,MSCI欧洲基础设施,MSCI欧洲基础设施指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
731,129875.MI,MSCI欧澳和远东基础设施,MSCI欧澳和远东基础设施指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
732,129877.MI,MSCI美国基础设施,MSCI美国基础设施指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,
733,129879.MI,MSCI日本基础设施,MSCI日本基础设施指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
734,129881.MI,MSCI亚洲(除日本)基础设施,MSCI亚洲(除日本)基础设施指数,MSCI,MSCI,,一级行业指数,19981231,1000.0,,其他,,20130208
735,129896.MI,MSCI发达市场低波(美元),MSCI发达市场低波指数(美元),MSCI,MSCI,,策略指数,19981231,1000.0,,其他,,20130208
736,129954.MI,MSCI中华(除B股),MSCI中华(除B股)指数,MSCI,MSCI,,规模指数,,,,其他,组合指数：CHINA H+CHINA RED CHIP+CHINA P CHIP+HK,
737,129955.MI,MSCI中华(除B股)+HSBC,MSCI中华(除B股)+HSBC指数,MSCI,MSCI,,规模指数,,,,其他,,
738,129985.MI,MSCI全球商品生产者限权重,MSCI全球商品生产者限权重指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
739,129986.MI,MSCI全球商品生产者,MSCI全球商品生产者指数,MSCI,MSCI,,规模指数,19981231,1000.0,,其他,,20130208
740,133333L.MI,MSCI中国A股在岸(人民币),MSCI中国A股在岸指数(人民币),MSCI,MSCI,,规模指数,20041130,1000.0,20050510,其他,"""The MSCI China A Onshore Index captures large and mid cap representation across China securities listed on the Shanghai and Shenzhen exchanges.""",
741,133500.MI,MSCI中国A股在岸/航天航空与国防,MSCI中国A股在岸/航天航空与国防指数,MSCI,MSCI,,一级行业指数,20041130,1000.0,,其他,,
742,133501.MI,MSCI中国A股在岸/航空货运与物流,MSCI中国A股在岸/航空货运与物流指数,MSCI,MSCI,,一级行业指数,20041130,1000.0,,其他,,
743,133502.MI,MSCI中国A股在岸/航空公司,MSCI中国A股在岸/航空公司指数,MSCI,MSCI,,一级行业指数,20041130,1000.0,,其他,,
744,133503.MI,MSCI中国A股在岸/汽车与汽车零部件,MSCI中国A股在岸/汽车与汽车零部件指数,MSCI,MSCI,,二级行业指数,20041130,1000.0,,其他,,
745,133503L.MI,MSCI中国A股在岸/汽车与汽车零部件(人民币),MSCI中国A股在岸/汽车与汽车零部件指数(人民币),MSCI,MSCI,,二级行业指数,20041130,1000.0,,其他,,
